,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
45,va,smoothed_cli,2020-04-10,,2020-09-03,146,0.6473881,0.0409186,27592.5816,state,fb-survey
46,vt,smoothed_cli,2020-04-10,,2020-09-03,146,0.8089617,0.1524914,2799.0025,state,fb-survey
47,wa,smoothed_cli,2020-04-10,,2020-09-03,146,0.7377381,0.0432953,28517.7256,state,fb-survey
48,wi,smoothed_cli,2020-04-10,,2020-09-03,146,0.8042664,0.0501211,24084.9449,state,fb-survey
49,wv,smoothed_cli,2020-04-10,,2020-09-03,146,0.7024593,0.0761272,8936.0885,state,fb-survey
50,wy,smoothed_cli,2020-04-10,,2020-09-03,146,1.131788,0.1841118,2478.5076,state,fb-survey
0,ak,smoothed_cli,2020-04-11,,2020-09-03,145,0.8513196,0.1524431,2813.0,state,fb-survey
1,al,smoothed_cli,2020-04-11,,2020-09-03,145,0.7908294,0.0561936,18823.3907,state,fb-survey
2,ar,smoothed_cli,2020-04-11,,2020-09-03,145,0.9245362,0.0772991,11803.7563,state,fb-survey
3,az,smoothed_cli,2020-04-11,,2020-09-03,145,0.9191892,0.0521029,25255.5066,state,fb-survey
4,ca,smoothed_cli,2020-04-11,,2020-09-03,145,0.7108292,0.0478679,23597.3622,state,fb-survey
5,co,smoothed_cli,2020-04-11,,2020-09-03,145,1.2419254,0.0603589,25501.238,state,fb-survey
6,ct,smoothed_cli,2020-04-11,,2020-09-03,145,0.85591,0.0674994,13622.0,state,fb-survey
7,dc,smoothed_cli,2020-04-11,,2020-09-03,145,0.4989234,0.1215118,2477.0,state,fb-survey
8,de,smoothed_cli,2020-04-11,,2020-09-03,145,0.713184,0.1143245,4075.0438,state,fb-survey
9,fl,smoothed_cli,2020-04-11,,2020-09-03,145,0.639042,0.0407489,28672.0016,state,fb-survey
10,ga,smoothed_cli,2020-04-11,,2020-09-03,145,0.6757144,0.0442089,23954.8364,state,fb-survey
11,hi,smoothed_cli,2020-04-11,,2020-09-03,145,0.6146144,0.1107053,3906.0,state,fb-survey
12,ia,smoothed_cli,2020-04-11,,2020-09-03,145,1.0822908,0.0767895,13617.7881,state,fb-survey
13,id,smoothed_cli,2020-04-11,,2020-09-03,145,1.0796813,0.1023693,7519.0845,state,fb-survey
14,il,smoothed_cli,2020-04-11,,2020-09-03,145,0.832771,0.048655,26115.1581,state,fb-survey
15,in,smoothed_cli,2020-04-11,,2020-09-03,145,1.0109649,0.0503879,28993.0219,state,fb-survey
16,ks,smoothed_cli,2020-04-11,,2020-09-03,145,0.8260646,0.0691073,12902.8329,state,fb-survey
17,ky,smoothed_cli,2020-04-11,,2020-09-03,145,0.7812101,0.0523393,19833.6202,state,fb-survey
18,la,smoothed_cli,2020-04-11,,2020-09-03,145,0.9470761,0.0636363,16508.5459,state,fb-survey
19,ma,smoothed_cli,2020-04-11,,2020-09-03,145,0.6593942,0.0431059,25913.068,state,fb-survey
20,md,smoothed_cli,2020-04-11,,2020-09-03,145,0.5798487,0.0431383,22245.9416,state,fb-survey
21,me,smoothed_cli,2020-04-11,,2020-09-03,145,0.9626199,0.1053932,6392.4468,state,fb-survey
22,mi,smoothed_cli,2020-04-11,,2020-09-03,145,0.9044183,0.0449148,33548.069,state,fb-survey
23,mn,smoothed_cli,2020-04-11,,2020-09-03,145,0.8296663,0.053378,21808.5543,state,fb-survey
24,mo,smoothed_cli,2020-04-11,,2020-09-03,145,0.7787265,0.0469491,26231.5287,state,fb-survey
25,ms,smoothed_cli,2020-04-11,,2020-09-03,145,0.8232763,0.0733248,10770.1329,state,fb-survey
26,mt,smoothed_cli,2020-04-11,,2020-09-03,145,0.9390914,0.1256625,4784.1646,state,fb-survey
27,nc,smoothed_cli,2020-04-11,,2020-09-03,145,0.6930507,0.0450513,25507.0189,state,fb-survey
28,nd,smoothed_cli,2020-04-11,,2020-09-03,145,0.5989125,0.1178366,3026.9007,state,fb-survey
29,ne,smoothed_cli,2020-04-11,,2020-09-03,145,1.0005625,0.1012487,7571.2054,state,fb-survey
30,nh,smoothed_cli,2020-04-11,,2020-09-03,145,0.7810242,0.0935799,6340.5532,state,fb-survey
31,nj,smoothed_cli,2020-04-11,,2020-09-03,145,1.1136849,0.0548451,26717.9843,state,fb-survey
32,nm,smoothed_cli,2020-04-11,,2020-09-03,145,0.5730985,0.0710241,8047.0156,state,fb-survey
33,nv,smoothed_cli,2020-04-11,,2020-09-03,145,0.8348082,0.0720175,11873.8941,state,fb-survey
34,ny,smoothed_cli,2020-04-11,,2020-09-03,145,1.5538849,0.0704851,23057.0019,state,fb-survey
35,oh,smoothed_cli,2020-04-11,,2020-09-03,145,0.7794841,0.0431766,30157.0085,state,fb-survey
36,ok,smoothed_cli,2020-04-11,,2020-09-03,145,1.0029451,0.066422,16675.9078,state,fb-survey
37,or,smoothed_cli,2020-04-11,,2020-09-03,145,1.0190411,0.0647656,18201.3241,state,fb-survey
38,pa,smoothed_cli,2020-04-11,,2020-09-03,145,0.6840495,0.0393574,33447.0237,state,fb-survey
39,ri,smoothed_cli,2020-04-11,,2020-09-03,145,0.6924678,0.1081051,4397.932,state,fb-survey
40,sc,smoothed_cli,2020-04-11,,2020-09-03,145,0.7577304,0.0516156,21050.0165,state,fb-survey
41,sd,smoothed_cli,2020-04-11,,2020-09-03,145,1.0029321,0.1464891,3503.8541,state,fb-survey
42,tn,smoothed_cli,2020-04-11,,2020-09-03,145,0.8279595,0.0490734,25568.3185,state,fb-survey
43,tx,smoothed_cli,2020-04-11,,2020-09-03,145,0.7341197,0.0467359,24267.5057,state,fb-survey
44,ut,smoothed_cli,2020-04-11,,2020-09-03,145,0.8915613,0.070992,12346.6031,state,fb-survey
45,va,smoothed_cli,2020-04-11,,2020-09-03,145,0.6431044,0.0402339,28359.3107,state,fb-survey
46,vt,smoothed_cli,2020-04-11,,2020-09-03,145,0.8203621,0.1520658,2882.0026,state,fb-survey
47,wa,smoothed_cli,2020-04-11,,2020-09-03,145,0.7468213,0.043187,29286.7211,state,fb-survey
48,wi,smoothed_cli,2020-04-11,,2020-09-03,145,0.8129468,0.049929,24651.946,state,fb-survey
49,wv,smoothed_cli,2020-04-11,,2020-09-03,145,0.703192,0.0754177,9140.0892,state,fb-survey
50,wy,smoothed_cli,2020-04-11,,2020-09-03,145,1.1246387,0.1805768,2553.503,state,fb-survey
0,ak,smoothed_cli,2020-04-12,,2020-09-03,144,0.8447132,0.1512673,2835.0,state,fb-survey
1,al,smoothed_cli,2020-04-12,,2020-09-03,144,0.7844972,0.055746,18975.3909,state,fb-survey
2,ar,smoothed_cli,2020-04-12,,2020-09-03,144,0.9167608,0.076653,11903.829,state,fb-survey
3,az,smoothed_cli,2020-04-12,,2020-09-03,144,0.9265531,0.052104,25459.5066,state,fb-survey
4,ca,smoothed_cli,2020-04-12,,2020-09-03,144,0.7069274,0.0475108,23798.3622,state,fb-survey
5,co,smoothed_cli,2020-04-12,,2020-09-03,144,1.2350831,0.0599256,25703.238,state,fb-survey
6,ct,smoothed_cli,2020-04-12,,2020-09-03,144,0.8721072,0.068213,13713.0,state,fb-survey
7,dc,smoothed_cli,2020-04-12,,2020-09-03,144,0.4970818,0.1198864,2513.0,state,fb-survey
8,de,smoothed_cli,2020-04-12,,2020-09-03,144,0.7086629,0.1136035,4101.0438,state,fb-survey
9,fl,smoothed_cli,2020-04-12,,2020-09-03,144,0.6383146,0.0404435,28971.0016,state,fb-survey
10,ga,smoothed_cli,2020-04-12,,2020-09-03,144,0.6699532,0.0438338,24160.8364,state,fb-survey
11,hi,smoothed_cli,2020-04-12,,2020-09-03,144,0.6094653,0.1097819,3939.0,state,fb-survey
12,ia,smoothed_cli,2020-04-12,,2020-09-03,144,1.0833402,0.0766899,13696.8573,state,fb-survey
13,id,smoothed_cli,2020-04-12,,2020-09-03,144,1.0729557,0.1017365,7566.1884,state,fb-survey
14,il,smoothed_cli,2020-04-12,,2020-09-03,144,0.8345746,0.0486064,26289.1582,state,fb-survey
15,in,smoothed_cli,2020-04-12,,2020-09-03,144,1.0067363,0.0500901,29181.022,state,fb-survey
16,ks,smoothed_cli,2020-04-12,,2020-09-03,144,0.8338749,0.0691554,13001.8326,state,fb-survey
17,ky,smoothed_cli,2020-04-12,,2020-09-03,144,0.7956821,0.0528142,19954.6198,state,fb-survey
18,la,smoothed_cli,2020-04-12,,2020-09-03,144,0.9569016,0.0639252,16652.5459,state,fb-survey
19,ma,smoothed_cli,2020-04-12,,2020-09-03,144,0.6637138,0.0430323,26126.068,state,fb-survey
20,md,smoothed_cli,2020-04-12,,2020-09-03,144,0.5777808,0.0428277,22440.9416,state,fb-survey
21,me,smoothed_cli,2020-04-12,,2020-09-03,144,0.9569315,0.1047746,6430.4468,state,fb-survey
22,mi,smoothed_cli,2020-04-12,,2020-09-03,144,0.9086143,0.0449318,33756.069,state,fb-survey
23,mn,smoothed_cli,2020-04-12,,2020-09-03,144,0.8240022,0.0530156,21958.4852,state,fb-survey
24,mo,smoothed_cli,2020-04-12,,2020-09-03,144,0.7779773,0.0466879,26442.4556,state,fb-survey
25,ms,smoothed_cli,2020-04-12,,2020-09-03,144,0.8294726,0.0730591,10861.307,state,fb-survey
26,mt,smoothed_cli,2020-04-12,,2020-09-03,144,0.9328324,0.1248301,4816.1661,state,fb-survey
27,nc,smoothed_cli,2020-04-12,,2020-09-03,144,0.688634,0.0446997,25719.019,state,fb-survey
28,nd,smoothed_cli,2020-04-12,,2020-09-03,144,0.5967467,0.1174125,3037.9007,state,fb-survey
29,ne,smoothed_cli,2020-04-12,,2020-09-03,144,0.9945173,0.100641,7617.2069,state,fb-survey
30,nh,smoothed_cli,2020-04-12,,2020-09-03,144,0.7749134,0.0928519,6390.5532,state,fb-survey
31,nj,smoothed_cli,2020-04-12,,2020-09-03,144,1.1091475,0.0545276,26939.9843,state,fb-survey
32,nm,smoothed_cli,2020-04-12,,2020-09-03,144,0.567249,0.0703022,8130.0132,state,fb-survey
33,nv,smoothed_cli,2020-04-12,,2020-09-03,144,0.8331953,0.0715047,11976.8941,state,fb-survey
34,ny,smoothed_cli,2020-04-12,,2020-09-03,144,1.5488814,0.0699933,23252.0019,state,fb-survey
35,oh,smoothed_cli,2020-04-12,,2020-09-03,144,0.7858107,0.0432456,30349.0088,state,fb-survey
36,ok,smoothed_cli,2020-04-12,,2020-09-03,144,1.0025613,0.0661369,16831.9078,state,fb-survey
37,or,smoothed_cli,2020-04-12,,2020-09-03,144,1.0218291,0.0646965,18338.3275,state,fb-survey
38,pa,smoothed_cli,2020-04-12,,2020-09-03,144,0.688179,0.0393939,33703.0238,state,fb-survey
39,ri,smoothed_cli,2020-04-12,,2020-09-03,144,0.7147155,0.1097531,4428.932,state,fb-survey
40,sc,smoothed_cli,2020-04-12,,2020-09-03,144,0.7540518,0.0512592,21219.0165,state,fb-survey
41,sd,smoothed_cli,2020-04-12,,2020-09-03,144,0.9958358,0.1454598,3528.8523,state,fb-survey
42,tn,smoothed_cli,2020-04-12,,2020-09-03,144,0.8219667,0.0486604,25795.3185,state,fb-survey
43,tx,smoothed_cli,2020-04-12,,2020-09-03,144,0.739374,0.0468096,24455.5083,state,fb-survey
44,ut,smoothed_cli,2020-04-12,,2020-09-03,144,0.8956566,0.0709211,12457.6031,state,fb-survey
45,va,smoothed_cli,2020-04-12,,2020-09-03,144,0.6452288,0.0402319,28575.7845,state,fb-survey
46,vt,smoothed_cli,2020-04-12,,2020-09-03,144,0.813587,0.1508169,2906.0026,state,fb-survey
47,wa,smoothed_cli,2020-04-12,,2020-09-03,144,0.7427618,0.0428847,29523.7178,state,fb-survey
48,wi,smoothed_cli,2020-04-12,,2020-09-03,144,0.8124228,0.0498115,24790.946,state,fb-survey
49,wv,smoothed_cli,2020-04-12,,2020-09-03,144,0.6980752,0.0748717,9207.0896,state,fb-survey
50,wy,smoothed_cli,2020-04-12,,2020-09-03,144,1.1146493,0.1789858,2576.3975,state,fb-survey
0,ak,smoothed_cli,2020-04-13,,2020-09-03,143,0.8050645,0.1525341,2691.0,state,fb-survey
1,al,smoothed_cli,2020-04-13,,2020-09-03,143,0.7595566,0.0557771,18154.3715,state,fb-survey
2,ar,smoothed_cli,2020-04-13,,2020-09-03,143,0.9149945,0.0780581,11404.9019,state,fb-survey
3,az,smoothed_cli,2020-04-13,,2020-09-03,143,0.9074131,0.0529753,24200.1451,state,fb-survey
4,ca,smoothed_cli,2020-04-13,,2020-09-03,143,0.6767311,0.0465589,23853.7592,state,fb-survey
5,co,smoothed_cli,2020-04-13,,2020-09-03,143,1.1839355,0.0597229,24671.2107,state,fb-survey
6,ct,smoothed_cli,2020-04-13,,2020-09-03,143,0.8406506,0.0675881,13406.0,state,fb-survey
7,dc,smoothed_cli,2020-04-13,,2020-09-03,143,0.4509842,0.1137901,2574.0,state,fb-survey
8,de,smoothed_cli,2020-04-13,,2020-09-03,143,0.6665794,0.1104725,4010.0292,state,fb-survey
9,fl,smoothed_cli,2020-04-13,,2020-09-03,143,0.6192528,0.0394881,29370.0017,state,fb-survey
10,ga,smoothed_cli,2020-04-13,,2020-09-03,143,0.6761381,0.0446179,23615.8348,state,fb-survey
11,hi,smoothed_cli,2020-04-13,,2020-09-03,143,0.5540867,0.1102072,3695.0,state,fb-survey
12,ia,smoothed_cli,2020-04-13,,2020-09-03,143,1.1064374,0.0788004,13243.2018,state,fb-survey
13,id,smoothed_cli,2020-04-13,,2020-09-03,143,1.0282317,0.1015289,7230.4072,state,fb-survey
14,il,smoothed_cli,2020-04-13,,2020-09-03,143,0.7967498,0.0472798,26399.157,state,fb-survey
15,in,smoothed_cli,2020-04-13,,2020-09-03,143,0.9746575,0.0496987,28734.0258,state,fb-survey
16,ks,smoothed_cli,2020-04-13,,2020-09-03,143,0.8303294,0.070516,12552.7478,state,fb-survey
17,ky,smoothed_cli,2020-04-13,,2020-09-03,143,0.7810916,0.0534072,19240.874,state,fb-survey
18,la,smoothed_cli,2020-04-13,,2020-09-03,143,0.9341871,0.0643469,16037.5466,state,fb-survey
19,ma,smoothed_cli,2020-04-13,,2020-09-03,143,0.6827609,0.0444369,25430.0655,state,fb-survey
20,md,smoothed_cli,2020-04-13,,2020-09-03,143,0.5894272,0.0431451,22981.9562,state,fb-survey
21,me,smoothed_cli,2020-04-13,,2020-09-03,143,0.8475971,0.0972885,6505.6702,state,fb-survey
22,mi,smoothed_cli,2020-04-13,,2020-09-03,143,0.8699123,0.0439521,33833.079,state,fb-survey
23,mn,smoothed_cli,2020-04-13,,2020-09-03,143,0.8003387,0.0531035,21165.5047,state,fb-survey
24,mo,smoothed_cli,2020-04-13,,2020-09-03,143,0.7722085,0.046901,26357.1413,state,fb-survey
25,ms,smoothed_cli,2020-04-13,,2020-09-03,143,0.7730668,0.0719055,10438.6657,state,fb-survey
26,mt,smoothed_cli,2020-04-13,,2020-09-03,143,0.8733654,0.1210906,4683.0523,state,fb-survey
27,nc,smoothed_cli,2020-04-13,,2020-09-03,143,0.6579461,0.0438089,25434.019,state,fb-survey
28,nd,smoothed_cli,2020-04-13,,2020-09-03,143,0.6322904,0.1222913,3122.5219,state,fb-survey
29,ne,smoothed_cli,2020-04-13,,2020-09-03,143,0.9700189,0.1009132,7361.0054,state,fb-survey
30,nh,smoothed_cli,2020-04-13,,2020-09-03,143,0.8180645,0.0962864,6483.3298,state,fb-survey
31,nj,smoothed_cli,2020-04-13,,2020-09-03,143,1.0949711,0.0548258,26360.9846,state,fb-survey
32,nm,smoothed_cli,2020-04-13,,2020-09-03,143,0.5920979,0.0729465,7946.4021,state,fb-survey
33,nv,smoothed_cli,2020-04-13,,2020-09-03,143,0.7762671,0.0702051,11413.6531,state,fb-survey
34,ny,smoothed_cli,2020-04-13,,2020-09-03,143,1.4987975,0.0685811,23608.0013,state,fb-survey
35,oh,smoothed_cli,2020-04-13,,2020-09-03,143,0.7751704,0.0428723,30057.0069,state,fb-survey
36,ok,smoothed_cli,2020-04-13,,2020-09-03,143,0.9902683,0.0666541,16461.966,state,fb-survey
37,or,smoothed_cli,2020-04-13,,2020-09-03,143,0.9920424,0.0653615,17518.9998,state,fb-survey
38,pa,smoothed_cli,2020-04-13,,2020-09-03,143,0.6755211,0.0385466,34201.0249,state,fb-survey
39,ri,smoothed_cli,2020-04-13,,2020-09-03,143,0.6908868,0.1076568,4395.9345,state,fb-survey
40,sc,smoothed_cli,2020-04-13,,2020-09-03,143,0.7347492,0.0514008,20547.0168,state,fb-survey
41,sd,smoothed_cli,2020-04-13,,2020-09-03,143,0.9840682,0.1453734,3587.4375,state,fb-survey
42,tn,smoothed_cli,2020-04-13,,2020-09-03,143,0.8214452,0.0493602,25092.063,state,fb-survey
43,tx,smoothed_cli,2020-04-13,,2020-09-03,143,0.6825986,0.0450902,24394.511,state,fb-survey
44,ut,smoothed_cli,2020-04-13,,2020-09-03,143,0.9076792,0.0731097,11941.5283,state,fb-survey
45,va,smoothed_cli,2020-04-13,,2020-09-03,143,0.6093404,0.0393222,28382.7401,state,fb-survey
46,vt,smoothed_cli,2020-04-13,,2020-09-03,143,0.8621,0.1571082,2843.0027,state,fb-survey
47,wa,smoothed_cli,2020-04-13,,2020-09-03,143,0.7076734,0.0427014,28100.7234,state,fb-survey
48,wi,smoothed_cli,2020-04-13,,2020-09-03,143,0.7852022,0.0498945,23953.9377,state,fb-survey
49,wv,smoothed_cli,2020-04-13,,2020-09-03,143,0.7094289,0.0768303,9012.0903,state,fb-survey
50,wy,smoothed_cli,2020-04-13,,2020-09-03,143,0.9620989,0.1704237,2491.4312,state,fb-survey
0,ak,smoothed_cli,2020-04-14,,2020-09-03,142,0.8318212,0.1730616,2047.0,state,fb-survey
1,al,smoothed_cli,2020-04-14,,2020-09-03,142,0.8259366,0.0652631,14323.339,state,fb-survey
2,ar,smoothed_cli,2020-04-14,,2020-09-03,142,0.9637576,0.0892838,9020.8741,state,fb-survey
3,az,smoothed_cli,2020-04-14,,2020-09-03,142,0.9189686,0.060667,18912.568,state,fb-survey
4,ca,smoothed_cli,2020-04-14,,2020-09-03,142,0.6335131,0.0431583,25917.6525,state,fb-survey
5,co,smoothed_cli,2020-04-14,,2020-09-03,142,1.1390978,0.0664158,19786.5168,state,fb-survey
6,ct,smoothed_cli,2020-04-14,,2020-09-03,142,0.8555005,0.0757938,10902.0,state,fb-survey
7,dc,smoothed_cli,2020-04-14,,2020-09-03,142,0.4833671,0.1359485,1974.0,state,fb-survey
8,de,smoothed_cli,2020-04-14,,2020-09-03,142,0.8015921,0.1350004,3325.0292,state,fb-survey
9,fl,smoothed_cli,2020-04-14,,2020-09-03,142,0.6213962,0.0400837,29098.0003,state,fb-survey
10,ga,smoothed_cli,2020-04-14,,2020-09-03,142,0.6446109,0.0487482,19274.8277,state,fb-survey
11,hi,smoothed_cli,2020-04-14,,2020-09-03,142,0.4722384,0.118067,2769.0,state,fb-survey
12,ia,smoothed_cli,2020-04-14,,2020-09-03,142,1.0891156,0.0844213,11353.6447,state,fb-survey
13,id,smoothed_cli,2020-04-14,,2020-09-03,142,0.9945814,0.1117506,5919.7338,state,fb-survey
14,il,smoothed_cli,2020-04-14,,2020-09-03,142,0.7923958,0.0495562,24092.0906,state,fb-survey
15,in,smoothed_cli,2020-04-14,,2020-09-03,142,0.9451709,0.0547714,22850.0133,state,fb-survey
16,ks,smoothed_cli,2020-04-14,,2020-09-03,142,0.7846609,0.0768219,10091.9107,state,fb-survey
17,ky,smoothed_cli,2020-04-14,,2020-09-03,142,0.7983243,0.0623223,15104.3082,state,fb-survey
18,la,smoothed_cli,2020-04-14,,2020-09-03,142,0.8553058,0.067006,13259.5481,state,fb-survey
19,ma,smoothed_cli,2020-04-14,,2020-09-03,142,0.6526698,0.0493783,19821.0505,state,fb-survey
20,md,smoothed_cli,2020-04-14,,2020-09-03,142,0.5423255,0.0469809,17835.96,state,fb-survey
21,me,smoothed_cli,2020-04-14,,2020-09-03,142,0.7635851,0.1009542,5401.4468,state,fb-survey
22,mi,smoothed_cli,2020-04-14,,2020-09-03,142,0.778194,0.0439863,30332.1161,state,fb-survey
23,mn,smoothed_cli,2020-04-14,,2020-09-03,142,0.7518884,0.0572054,16886.6261,state,fb-survey
24,mo,smoothed_cli,2020-04-14,,2020-09-03,142,0.7731942,0.0536326,20667.1431,state,fb-survey
25,ms,smoothed_cli,2020-04-14,,2020-09-03,142,0.8049668,0.0812729,8513.7267,state,fb-survey
26,mt,smoothed_cli,2020-04-14,,2020-09-03,142,0.8470371,0.1311303,3925.1559,state,fb-survey
27,nc,smoothed_cli,2020-04-14,,2020-09-03,142,0.6240401,0.0464534,21560.0175,state,fb-survey
28,nd,smoothed_cli,2020-04-14,,2020-09-03,142,0.5355214,0.1190496,2757.3894,state,fb-survey
29,ne,smoothed_cli,2020-04-14,,2020-09-03,142,0.873644,0.1071032,6030.6254,state,fb-survey
30,nh,smoothed_cli,2020-04-14,,2020-09-03,142,0.7651572,0.1039854,5355.5532,state,fb-survey
31,nj,smoothed_cli,2020-04-14,,2020-09-03,142,1.0423711,0.0599327,21101.9893,state,fb-survey
32,nm,smoothed_cli,2020-04-14,,2020-09-03,142,0.5577141,0.0808351,6303.0213,state,fb-survey
33,nv,smoothed_cli,2020-04-14,,2020-09-03,142,0.7158498,0.0773004,8530.1795,state,fb-survey
34,ny,smoothed_cli,2020-04-14,,2020-09-03,142,1.3773749,0.067323,22645.0007,state,fb-survey
35,oh,smoothed_cli,2020-04-14,,2020-09-03,142,0.7094651,0.0442787,25494.0083,state,fb-survey
36,ok,smoothed_cli,2020-04-14,,2020-09-03,142,0.9423956,0.0735121,12764.0678,state,fb-survey
37,or,smoothed_cli,2020-04-14,,2020-09-03,142,0.9487064,0.07197,13945.8131,state,fb-survey
38,pa,smoothed_cli,2020-04-14,,2020-09-03,142,0.6870111,0.0413295,30408.0205,state,fb-survey
39,ri,smoothed_cli,2020-04-14,,2020-09-03,142,0.7958527,0.1285955,3527.9495,state,fb-survey
40,sc,smoothed_cli,2020-04-14,,2020-09-03,142,0.710274,0.0560177,16456.0126,state,fb-survey
41,sd,smoothed_cli,2020-04-14,,2020-09-03,142,0.8583697,0.1533198,3024.4597,state,fb-survey
42,tn,smoothed_cli,2020-04-14,,2020-09-03,142,0.830217,0.0558735,19627.6554,state,fb-survey
43,tx,smoothed_cli,2020-04-14,,2020-09-03,142,0.6952262,0.0458309,24657.2344,state,fb-survey
44,ut,smoothed_cli,2020-04-14,,2020-09-03,142,0.897403,0.0820065,9578.1307,state,fb-survey
45,va,smoothed_cli,2020-04-14,,2020-09-03,142,0.5886107,0.0426766,23046.9604,state,fb-survey
46,vt,smoothed_cli,2020-04-14,,2020-09-03,142,0.9107762,0.1745607,2375.0021,state,fb-survey
47,wa,smoothed_cli,2020-04-14,,2020-09-03,142,0.6705793,0.0473678,21961.7658,state,fb-survey
48,wi,smoothed_cli,2020-04-14,,2020-09-03,142,0.7254148,0.0532202,19381.8971,state,fb-survey
49,wv,smoothed_cli,2020-04-14,,2020-09-03,142,0.6944801,0.0834648,7437.9403,state,fb-survey
50,wy,smoothed_cli,2020-04-14,,2020-09-03,142,1.02481,0.1955508,2091.8078,state,fb-survey
0,ak,smoothed_cli,2020-04-15,,2020-09-03,141,0.6910355,0.1784869,1490.0,state,fb-survey
1,al,smoothed_cli,2020-04-15,,2020-09-03,141,0.8655151,0.080494,10161.262,state,fb-survey
2,ar,smoothed_cli,2020-04-15,,2020-09-03,141,0.8267956,0.0970659,6568.4549,state,fb-survey
3,az,smoothed_cli,2020-04-15,,2020-09-03,141,0.8265998,0.0684163,13600.7331,state,fb-survey
4,ca,smoothed_cli,2020-04-15,,2020-09-03,141,0.5618959,0.0412377,25685.6812,state,fb-survey
5,co,smoothed_cli,2020-04-15,,2020-09-03,141,1.0368029,0.0741724,14504.6155,state,fb-survey
6,ct,smoothed_cli,2020-04-15,,2020-09-03,141,0.8096253,0.0855231,8210.0,state,fb-survey
7,dc,smoothed_cli,2020-04-15,,2020-09-03,141,0.4404762,0.1525527,1400.0,state,fb-survey
8,de,smoothed_cli,2020-04-15,,2020-09-03,141,0.8629706,0.1566206,2614.0219,state,fb-survey
9,fl,smoothed_cli,2020-04-15,,2020-09-03,141,0.5990512,0.0407574,26610.0008,state,fb-survey
10,ga,smoothed_cli,2020-04-15,,2020-09-03,141,0.6481781,0.0555296,14584.8432,state,fb-survey
11,hi,smoothed_cli,2020-04-15,,2020-09-03,141,0.35699,0.1301604,1977.0,state,fb-survey
12,ia,smoothed_cli,2020-04-15,,2020-09-03,141,0.9692828,0.0905878,8910.1471,state,fb-survey
13,id,smoothed_cli,2020-04-15,,2020-09-03,141,0.9844151,0.1260387,4458.3671,state,fb-survey
14,il,smoothed_cli,2020-04-15,,2020-09-03,141,0.7695114,0.0528179,20440.0457,state,fb-survey
15,in,smoothed_cli,2020-04-15,,2020-09-03,141,0.8771887,0.0619543,16806.0088,state,fb-survey
16,ks,smoothed_cli,2020-04-15,,2020-09-03,141,0.8037832,0.0911484,7470.9126,state,fb-survey
17,ky,smoothed_cli,2020-04-15,,2020-09-03,141,0.7582587,0.0722093,10728.1287,state,fb-survey
18,la,smoothed_cli,2020-04-15,,2020-09-03,141,0.8252659,0.0749106,10118.5491,state,fb-survey
19,ma,smoothed_cli,2020-04-15,,2020-09-03,141,0.6414979,0.0588253,13958.0375,state,fb-survey
20,md,smoothed_cli,2020-04-15,,2020-09-03,141,0.4941091,0.0528704,12685.9711,state,fb-survey
21,me,smoothed_cli,2020-04-15,,2020-09-03,141,0.7752066,0.1168252,4140.4468,state,fb-survey
22,mi,smoothed_cli,2020-04-15,,2020-09-03,141,0.7752271,0.0480908,25780.0725,state,fb-survey
23,mn,smoothed_cli,2020-04-15,,2020-09-03,141,0.8617888,0.0734028,12045.9433,state,fb-survey
24,mo,smoothed_cli,2020-04-15,,2020-09-03,141,0.770045,0.0629209,14945.7731,state,fb-survey
25,ms,smoothed_cli,2020-04-15,,2020-09-03,141,0.8466067,0.0976976,6352.8049,state,fb-survey
26,mt,smoothed_cli,2020-04-15,,2020-09-03,141,0.7603924,0.1338004,3123.1229,state,fb-survey
27,nc,smoothed_cli,2020-04-15,,2020-09-03,141,0.5389798,0.048083,17058.0172,state,fb-survey
28,nd,smoothed_cli,2020-04-15,,2020-09-03,141,0.5616736,0.1372147,2184.5942,state,fb-survey
29,ne,smoothed_cli,2020-04-15,,2020-09-03,141,0.8606425,0.1230392,4572.7258,state,fb-survey
30,nh,smoothed_cli,2020-04-15,,2020-09-03,141,0.8286888,0.1242307,4050.5532,state,fb-survey
